"module","family","obligations","coqc_status","coqc_ms","coqc_log","relpath","coqchk_status","coqchk_log"
"V66_RECORD_MIGRATION_019","record-migration","2","kernel_success","529.7","logs/V66_RECORD_MIGRATION_019.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_019.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_020","record-migration","2","kernel_success","551.8","logs/V66_RECORD_MIGRATION_020.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_020.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_021","record-migration","2","kernel_success","586.1","logs/V66_RECORD_MIGRATION_021.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_021.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_022","record-migration","2","kernel_success","634","logs/V66_RECORD_MIGRATION_022.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_022.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_023","record-migration","2","kernel_success","651.4","logs/V66_RECORD_MIGRATION_023.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_023.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_024","record-migration","2","kernel_success","604.7","logs/V66_RECORD_MIGRATION_024.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_024.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_025","record-migration","2","kernel_success","589.6","logs/V66_RECORD_MIGRATION_025.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_025.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_026","record-migration","2","kernel_success","536.8","logs/V66_RECORD_MIGRATION_026.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_026.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_027","record-migration","2","kernel_success","521.1","logs/V66_RECORD_MIGRATION_027.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_027.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_028","record-migration","2","kernel_success","569.3","logs/V66_RECORD_MIGRATION_028.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_028.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_029","record-migration","2","kernel_success","568.1","logs/V66_RECORD_MIGRATION_029.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_029.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_030","record-migration","2","kernel_success","588.6","logs/V66_RECORD_MIGRATION_030.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_030.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_031","record-migration","2","kernel_success","634.9","logs/V66_RECORD_MIGRATION_031.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_031.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_032","record-migration","2","kernel_success","673","logs/V66_RECORD_MIGRATION_032.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_032.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_033","record-migration","2","kernel_success","681.3","logs/V66_RECORD_MIGRATION_033.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_033.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_034","record-migration","2","kernel_success","621.5","logs/V66_RECORD_MIGRATION_034.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_034.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_035","record-migration","2","kernel_success","594.7","logs/V66_RECORD_MIGRATION_035.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_035.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_036","record-migration","2","kernel_success","582.5","logs/V66_RECORD_MIGRATION_036.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_036.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_037","record-migration","2","kernel_success","640.5","logs/V66_RECORD_MIGRATION_037.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_037.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_038","record-migration","2","kernel_success","655.8","logs/V66_RECORD_MIGRATION_038.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_038.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_039","record-migration","2","kernel_success","631.4","logs/V66_RECORD_MIGRATION_039.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_039.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_040","record-migration","2","kernel_success","635.7","logs/V66_RECORD_MIGRATION_040.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_040.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_041","record-migration","2","kernel_success","742","logs/V66_RECORD_MIGRATION_041.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_041.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_042","record-migration","2","kernel_success","690.6","logs/V66_RECORD_MIGRATION_042.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_042.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_043","record-migration","2","kernel_success","592.4","logs/V66_RECORD_MIGRATION_043.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_043.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_044","record-migration","2","kernel_success","518.3","logs/V66_RECORD_MIGRATION_044.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_044.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_045","record-migration","2","kernel_success","567.8","logs/V66_RECORD_MIGRATION_045.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_045.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_046","record-migration","2","kernel_success","522.1","logs/V66_RECORD_MIGRATION_046.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_046.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_047","record-migration","2","kernel_success","511.9","logs/V66_RECORD_MIGRATION_047.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_047.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_048","record-migration","2","kernel_success","479","logs/V66_RECORD_MIGRATION_048.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_048.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_049","record-migration","2","kernel_success","512.1","logs/V66_RECORD_MIGRATION_049.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_049.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_050","record-migration","2","kernel_success","587.3","logs/V66_RECORD_MIGRATION_050.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_050.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_051","record-migration","2","kernel_success","579.8","logs/V66_RECORD_MIGRATION_051.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_051.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_052","record-migration","2","kernel_success","649.7","logs/V66_RECORD_MIGRATION_052.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_052.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_053","record-migration","2","kernel_success","564.8","logs/V66_RECORD_MIGRATION_053.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_053.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_054","record-migration","2","kernel_success","495.6","logs/V66_RECORD_MIGRATION_054.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_054.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_055","record-migration","2","kernel_success","481.4","logs/V66_RECORD_MIGRATION_055.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_055.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_056","record-migration","2","kernel_success","510.7","logs/V66_RECORD_MIGRATION_056.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_056.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_057","record-migration","2","kernel_success","534","logs/V66_RECORD_MIGRATION_057.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_057.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_058","record-migration","2","kernel_success","567.3","logs/V66_RECORD_MIGRATION_058.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_058.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_059","record-migration","2","kernel_success","627.5","logs/V66_RECORD_MIGRATION_059.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_059.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_RECORD_MIGRATION_060","record-migration","2","kernel_success","603","logs/V66_RECORD_MIGRATION_060.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_RECORD_MIGRATION_060.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_001","tree-maintenance","2","kernel_success","618.3","logs/V66_TREE_MAINTENANCE_001.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_001.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_002","tree-maintenance","2","kernel_success","703.3","logs/V66_TREE_MAINTENANCE_002.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_002.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_003","tree-maintenance","2","kernel_success","560.7","logs/V66_TREE_MAINTENANCE_003.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_003.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_004","tree-maintenance","2","kernel_success","562.2","logs/V66_TREE_MAINTENANCE_004.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_004.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_005","tree-maintenance","2","kernel_success","504.3","logs/V66_TREE_MAINTENANCE_005.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_005.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_006","tree-maintenance","2","kernel_success","612.1","logs/V66_TREE_MAINTENANCE_006.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_006.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_007","tree-maintenance","2","kernel_success","651.2","logs/V66_TREE_MAINTENANCE_007.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_007.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_008","tree-maintenance","2","kernel_success","841.6","logs/V66_TREE_MAINTENANCE_008.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_008.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_009","tree-maintenance","2","kernel_success","739.3","logs/V66_TREE_MAINTENANCE_009.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_009.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_010","tree-maintenance","2","kernel_success","674.3","logs/V66_TREE_MAINTENANCE_010.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_010.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_011","tree-maintenance","2","kernel_success","608.4","logs/V66_TREE_MAINTENANCE_011.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_011.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_012","tree-maintenance","2","kernel_success","457.6","logs/V66_TREE_MAINTENANCE_012.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_012.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_013","tree-maintenance","2","kernel_success","481.4","logs/V66_TREE_MAINTENANCE_013.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_013.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_014","tree-maintenance","2","kernel_success","532.5","logs/V66_TREE_MAINTENANCE_014.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_014.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_015","tree-maintenance","2","kernel_success","585.8","logs/V66_TREE_MAINTENANCE_015.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_015.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_016","tree-maintenance","2","kernel_success","665.3","logs/V66_TREE_MAINTENANCE_016.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_016.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_017","tree-maintenance","2","kernel_success","745.8","logs/V66_TREE_MAINTENANCE_017.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_017.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_018","tree-maintenance","2","kernel_success","863.6","logs/V66_TREE_MAINTENANCE_018.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_018.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_019","tree-maintenance","2","kernel_success","573.9","logs/V66_TREE_MAINTENANCE_019.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_019.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_020","tree-maintenance","2","kernel_success","495.7","logs/V66_TREE_MAINTENANCE_020.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_020.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_021","tree-maintenance","2","kernel_success","476.3","logs/V66_TREE_MAINTENANCE_021.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_021.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_022","tree-maintenance","2","kernel_success","472.7","logs/V66_TREE_MAINTENANCE_022.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_022.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_023","tree-maintenance","2","kernel_success","479.8","logs/V66_TREE_MAINTENANCE_023.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_023.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_024","tree-maintenance","2","kernel_success","586.1","logs/V66_TREE_MAINTENANCE_024.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_024.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_025","tree-maintenance","2","kernel_success","652.2","logs/V66_TREE_MAINTENANCE_025.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_025.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_026","tree-maintenance","2","kernel_success","719.6","logs/V66_TREE_MAINTENANCE_026.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_026.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_027","tree-maintenance","2","kernel_success","649.1","logs/V66_TREE_MAINTENANCE_027.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_027.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_028","tree-maintenance","2","kernel_success","538.5","logs/V66_TREE_MAINTENANCE_028.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_028.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_029","tree-maintenance","2","kernel_success","423","logs/V66_TREE_MAINTENANCE_029.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_029.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_030","tree-maintenance","2","kernel_success","477.7","logs/V66_TREE_MAINTENANCE_030.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_030.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_031","tree-maintenance","2","kernel_success","466","logs/V66_TREE_MAINTENANCE_031.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_031.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_032","tree-maintenance","2","kernel_success","552","logs/V66_TREE_MAINTENANCE_032.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_032.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_033","tree-maintenance","2","kernel_success","714.8","logs/V66_TREE_MAINTENANCE_033.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_033.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_034","tree-maintenance","2","kernel_success","719.9","logs/V66_TREE_MAINTENANCE_034.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_034.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_035","tree-maintenance","2","kernel_success","761.2","logs/V66_TREE_MAINTENANCE_035.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_035.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_036","tree-maintenance","2","kernel_success","705.7","logs/V66_TREE_MAINTENANCE_036.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_036.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_037","tree-maintenance","2","kernel_success","587.3","logs/V66_TREE_MAINTENANCE_037.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_037.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_038","tree-maintenance","2","kernel_success","510.5","logs/V66_TREE_MAINTENANCE_038.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_038.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_039","tree-maintenance","2","kernel_success","504.5","logs/V66_TREE_MAINTENANCE_039.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_039.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_040","tree-maintenance","2","kernel_success","554.9","logs/V66_TREE_MAINTENANCE_040.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_040.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_041","tree-maintenance","2","kernel_success","597.7","logs/V66_TREE_MAINTENANCE_041.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_041.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_042","tree-maintenance","2","kernel_success","717.3","logs/V66_TREE_MAINTENANCE_042.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_042.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_043","tree-maintenance","2","kernel_success","819","logs/V66_TREE_MAINTENANCE_043.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_043.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_044","tree-maintenance","2","kernel_success","863.6","logs/V66_TREE_MAINTENANCE_044.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_044.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_045","tree-maintenance","2","kernel_success","695.9","logs/V66_TREE_MAINTENANCE_045.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_045.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_046","tree-maintenance","2","kernel_success","566.3","logs/V66_TREE_MAINTENANCE_046.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_046.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_047","tree-maintenance","2","kernel_success","576.8","logs/V66_TREE_MAINTENANCE_047.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_047.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_048","tree-maintenance","2","kernel_success","601.5","logs/V66_TREE_MAINTENANCE_048.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_048.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_049","tree-maintenance","2","kernel_success","595.7","logs/V66_TREE_MAINTENANCE_049.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_049.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_050","tree-maintenance","2","kernel_success","665.2","logs/V66_TREE_MAINTENANCE_050.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_050.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_051","tree-maintenance","2","kernel_success","676.3","logs/V66_TREE_MAINTENANCE_051.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_051.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_052","tree-maintenance","2","kernel_success","736.4","logs/V66_TREE_MAINTENANCE_052.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_052.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_053","tree-maintenance","2","kernel_success","705","logs/V66_TREE_MAINTENANCE_053.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_053.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_054","tree-maintenance","2","kernel_success","559.5","logs/V66_TREE_MAINTENANCE_054.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_054.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_055","tree-maintenance","2","kernel_success","579.9","logs/V66_TREE_MAINTENANCE_055.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_055.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_056","tree-maintenance","2","kernel_success","526.1","logs/V66_TREE_MAINTENANCE_056.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_056.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_057","tree-maintenance","2","kernel_success","660.3","logs/V66_TREE_MAINTENANCE_057.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_057.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_058","tree-maintenance","2","kernel_success","777.2","logs/V66_TREE_MAINTENANCE_058.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_058.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_059","tree-maintenance","2","kernel_success","731.9","logs/V66_TREE_MAINTENANCE_059.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_059.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_TREE_MAINTENANCE_060","tree-maintenance","2","kernel_success","744.2","logs/V66_TREE_MAINTENANCE_060.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_TREE_MAINTENANCE_060.v","coqchk_success","logs/V66_BATCH.coqchk.log"
