"module","family","obligations","coqc_status","coqc_ms","coqc_log","relpath","coqchk_status","coqchk_log"
"V66_LIST_MAP_REGRESSION_001","list-map-regression","2","kernel_success","1029.4","logs/V66_LIST_MAP_REGRESSION_001.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_001.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_002","list-map-regression","2","kernel_success","702.5","logs/V66_LIST_MAP_REGRESSION_002.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_002.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_003","list-map-regression","2","kernel_success","676.9","logs/V66_LIST_MAP_REGRESSION_003.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_003.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_004","list-map-regression","2","kernel_success","544.8","logs/V66_LIST_MAP_REGRESSION_004.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_004.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_005","list-map-regression","2","kernel_success","532","logs/V66_LIST_MAP_REGRESSION_005.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_005.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_006","list-map-regression","2","kernel_success","765.3","logs/V66_LIST_MAP_REGRESSION_006.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_006.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_007","list-map-regression","2","kernel_success","679.9","logs/V66_LIST_MAP_REGRESSION_007.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_007.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_008","list-map-regression","2","kernel_success","874.5","logs/V66_LIST_MAP_REGRESSION_008.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_008.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_009","list-map-regression","2","kernel_success","615.5","logs/V66_LIST_MAP_REGRESSION_009.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_009.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_010","list-map-regression","2","kernel_success","445.2","logs/V66_LIST_MAP_REGRESSION_010.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_010.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_011","list-map-regression","2","kernel_success","456.4","logs/V66_LIST_MAP_REGRESSION_011.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_011.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_012","list-map-regression","2","kernel_success","406.1","logs/V66_LIST_MAP_REGRESSION_012.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_012.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_013","list-map-regression","2","kernel_success","454.5","logs/V66_LIST_MAP_REGRESSION_013.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_013.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_014","list-map-regression","2","kernel_success","588.6","logs/V66_LIST_MAP_REGRESSION_014.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_014.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_015","list-map-regression","2","kernel_success","624.9","logs/V66_LIST_MAP_REGRESSION_015.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_015.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_016","list-map-regression","2","kernel_success","773","logs/V66_LIST_MAP_REGRESSION_016.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_016.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_017","list-map-regression","2","kernel_success","685.8","logs/V66_LIST_MAP_REGRESSION_017.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_017.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_018","list-map-regression","2","kernel_success","569","logs/V66_LIST_MAP_REGRESSION_018.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_018.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_019","list-map-regression","2","kernel_success","502.3","logs/V66_LIST_MAP_REGRESSION_019.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_019.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_020","list-map-regression","2","kernel_success","422","logs/V66_LIST_MAP_REGRESSION_020.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_020.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_021","list-map-regression","2","kernel_success","426","logs/V66_LIST_MAP_REGRESSION_021.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_021.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_022","list-map-regression","2","kernel_success","462.1","logs/V66_LIST_MAP_REGRESSION_022.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_022.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_023","list-map-regression","2","kernel_success","553","logs/V66_LIST_MAP_REGRESSION_023.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_023.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_024","list-map-regression","2","kernel_success","654.6","logs/V66_LIST_MAP_REGRESSION_024.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_024.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_025","list-map-regression","2","kernel_success","674.3","logs/V66_LIST_MAP_REGRESSION_025.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_025.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_026","list-map-regression","2","kernel_success","753.4","logs/V66_LIST_MAP_REGRESSION_026.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_026.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_027","list-map-regression","2","kernel_success","648.7","logs/V66_LIST_MAP_REGRESSION_027.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_027.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_028","list-map-regression","2","kernel_success","505.5","logs/V66_LIST_MAP_REGRESSION_028.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_028.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_029","list-map-regression","2","kernel_success","455","logs/V66_LIST_MAP_REGRESSION_029.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_029.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_030","list-map-regression","2","kernel_success","468","logs/V66_LIST_MAP_REGRESSION_030.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_030.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_031","list-map-regression","2","kernel_success","429.8","logs/V66_LIST_MAP_REGRESSION_031.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_031.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_032","list-map-regression","2","kernel_success","546.6","logs/V66_LIST_MAP_REGRESSION_032.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_032.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_033","list-map-regression","2","kernel_success","558.7","logs/V66_LIST_MAP_REGRESSION_033.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_033.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_034","list-map-regression","2","kernel_success","634.2","logs/V66_LIST_MAP_REGRESSION_034.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_034.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_035","list-map-regression","2","kernel_success","682.8","logs/V66_LIST_MAP_REGRESSION_035.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_035.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_036","list-map-regression","2","kernel_success","587.6","logs/V66_LIST_MAP_REGRESSION_036.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_036.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_037","list-map-regression","2","kernel_success","517","logs/V66_LIST_MAP_REGRESSION_037.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_037.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_038","list-map-regression","2","kernel_success","437.7","logs/V66_LIST_MAP_REGRESSION_038.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_038.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_039","list-map-regression","2","kernel_success","409.2","logs/V66_LIST_MAP_REGRESSION_039.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_039.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_040","list-map-regression","2","kernel_success","472.2","logs/V66_LIST_MAP_REGRESSION_040.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_040.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_041","list-map-regression","2","kernel_success","515.2","logs/V66_LIST_MAP_REGRESSION_041.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_041.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_042","list-map-regression","2","kernel_success","637.5","logs/V66_LIST_MAP_REGRESSION_042.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_042.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_043","list-map-regression","2","kernel_success","633.2","logs/V66_LIST_MAP_REGRESSION_043.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_043.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_044","list-map-regression","2","kernel_success","634.7","logs/V66_LIST_MAP_REGRESSION_044.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_044.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_045","list-map-regression","2","kernel_success","562.3","logs/V66_LIST_MAP_REGRESSION_045.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_045.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_046","list-map-regression","2","kernel_success","505.5","logs/V66_LIST_MAP_REGRESSION_046.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_046.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_047","list-map-regression","2","kernel_success","464.3","logs/V66_LIST_MAP_REGRESSION_047.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_047.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_048","list-map-regression","2","kernel_success","483.1","logs/V66_LIST_MAP_REGRESSION_048.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_048.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_049","list-map-regression","2","kernel_success","469.7","logs/V66_LIST_MAP_REGRESSION_049.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_049.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_050","list-map-regression","2","kernel_success","626.8","logs/V66_LIST_MAP_REGRESSION_050.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_050.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_051","list-map-regression","2","kernel_success","655","logs/V66_LIST_MAP_REGRESSION_051.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_051.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_052","list-map-regression","2","kernel_success","672","logs/V66_LIST_MAP_REGRESSION_052.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_052.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_053","list-map-regression","2","kernel_success","678.4","logs/V66_LIST_MAP_REGRESSION_053.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_053.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_054","list-map-regression","2","kernel_success","594.4","logs/V66_LIST_MAP_REGRESSION_054.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_054.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_055","list-map-regression","2","kernel_success","520.4","logs/V66_LIST_MAP_REGRESSION_055.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_055.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_056","list-map-regression","2","kernel_success","554","logs/V66_LIST_MAP_REGRESSION_056.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_056.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_057","list-map-regression","2","kernel_success","510","logs/V66_LIST_MAP_REGRESSION_057.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_057.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_058","list-map-regression","2","kernel_success","490.7","logs/V66_LIST_MAP_REGRESSION_058.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_058.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_059","list-map-regression","2","kernel_success","494.9","logs/V66_LIST_MAP_REGRESSION_059.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_059.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_MAP_REGRESSION_060","list-map-regression","2","kernel_success","497.8","logs/V66_LIST_MAP_REGRESSION_060.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_MAP_REGRESSION_060.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_001","list-filter-regression","2","kernel_success","497.8","logs/V66_LIST_FILTER_REGRESSION_001.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_001.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_002","list-filter-regression","2","kernel_success","525.2","logs/V66_LIST_FILTER_REGRESSION_002.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_002.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_003","list-filter-regression","2","kernel_success","623.9","logs/V66_LIST_FILTER_REGRESSION_003.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_003.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_004","list-filter-regression","2","kernel_success","561.8","logs/V66_LIST_FILTER_REGRESSION_004.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_004.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_005","list-filter-regression","2","kernel_success","569.7","logs/V66_LIST_FILTER_REGRESSION_005.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_005.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_006","list-filter-regression","2","kernel_success","521.2","logs/V66_LIST_FILTER_REGRESSION_006.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_006.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_007","list-filter-regression","2","kernel_success","503.1","logs/V66_LIST_FILTER_REGRESSION_007.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_007.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_008","list-filter-regression","2","kernel_success","570.8","logs/V66_LIST_FILTER_REGRESSION_008.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_008.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_009","list-filter-regression","2","kernel_success","532.5","logs/V66_LIST_FILTER_REGRESSION_009.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_009.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_010","list-filter-regression","2","kernel_success","557.9","logs/V66_LIST_FILTER_REGRESSION_010.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_010.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_011","list-filter-regression","2","kernel_success","575.2","logs/V66_LIST_FILTER_REGRESSION_011.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_011.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_012","list-filter-regression","2","kernel_success","583.6","logs/V66_LIST_FILTER_REGRESSION_012.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_012.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_013","list-filter-regression","2","kernel_success","637","logs/V66_LIST_FILTER_REGRESSION_013.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_013.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_014","list-filter-regression","2","kernel_success","714.8","logs/V66_LIST_FILTER_REGRESSION_014.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_014.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_015","list-filter-regression","2","kernel_success","833.2","logs/V66_LIST_FILTER_REGRESSION_015.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_015.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_016","list-filter-regression","2","kernel_success","850.3","logs/V66_LIST_FILTER_REGRESSION_016.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_016.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_017","list-filter-regression","2","kernel_success","719.4","logs/V66_LIST_FILTER_REGRESSION_017.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_017.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_018","list-filter-regression","2","kernel_success","543.6","logs/V66_LIST_FILTER_REGRESSION_018.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_018.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_019","list-filter-regression","2","kernel_success","484.5","logs/V66_LIST_FILTER_REGRESSION_019.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_019.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_020","list-filter-regression","2","kernel_success","541.3","logs/V66_LIST_FILTER_REGRESSION_020.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_020.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_021","list-filter-regression","2","kernel_success","615.1","logs/V66_LIST_FILTER_REGRESSION_021.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_021.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_022","list-filter-regression","2","kernel_success","587.2","logs/V66_LIST_FILTER_REGRESSION_022.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_022.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_023","list-filter-regression","2","kernel_success","600.2","logs/V66_LIST_FILTER_REGRESSION_023.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_023.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_024","list-filter-regression","2","kernel_success","562.6","logs/V66_LIST_FILTER_REGRESSION_024.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_024.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_025","list-filter-regression","2","kernel_success","536.2","logs/V66_LIST_FILTER_REGRESSION_025.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_025.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_026","list-filter-regression","2","kernel_success","503.2","logs/V66_LIST_FILTER_REGRESSION_026.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_026.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_027","list-filter-regression","2","kernel_success","485.9","logs/V66_LIST_FILTER_REGRESSION_027.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_027.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_028","list-filter-regression","2","kernel_success","472.9","logs/V66_LIST_FILTER_REGRESSION_028.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_028.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_029","list-filter-regression","2","kernel_success","539.9","logs/V66_LIST_FILTER_REGRESSION_029.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_029.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_030","list-filter-regression","2","kernel_success","579.1","logs/V66_LIST_FILTER_REGRESSION_030.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_030.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_031","list-filter-regression","2","kernel_success","618.5","logs/V66_LIST_FILTER_REGRESSION_031.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_031.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_032","list-filter-regression","2","kernel_success","666.8","logs/V66_LIST_FILTER_REGRESSION_032.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_032.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_033","list-filter-regression","2","kernel_success","675.5","logs/V66_LIST_FILTER_REGRESSION_033.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_033.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_034","list-filter-regression","2","kernel_success","656","logs/V66_LIST_FILTER_REGRESSION_034.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_034.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_035","list-filter-regression","2","kernel_success","616.9","logs/V66_LIST_FILTER_REGRESSION_035.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_035.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_036","list-filter-regression","2","kernel_success","561.6","logs/V66_LIST_FILTER_REGRESSION_036.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_036.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_037","list-filter-regression","2","kernel_success","475.9","logs/V66_LIST_FILTER_REGRESSION_037.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_037.v","coqchk_success","logs/V66_BATCH.coqchk.log"
